id,negative,key_entity
a06b6163,1,小资钱包
5013f517,0,
2714c581,1,联璧金融
c91aa4ad,1,金吉利宝
577e310e,0,
20790198,1,小资钱包;资易贷
5ec87d25,1,老虎金融
29cf4db3,0,
7b3ea6d4,0,
9530c7f8,1,宜贷网;易贷网;软银资本
0b54525b,0,
e55a3377,0,
1522a703,0,
8c2bf6b9,0,
fb2cc62f,0,
6548538c,1,小资钱包;恒丰银行;资易贷
124f631a,1,17互助
8b4632a0,0,
fc410236,0,
6cfe1fa7,0,
1bf92f31,1,旺旺贷
e2d04f43,0,
0cde2e6f,1,美团
7bd91ef9,0,
eb660368,1,坚固环球
fca6ba1b,1,江苏瀚华硅产业有限公司;钱宝网
8ba18a8d,0,
12a8db37,0,
65afeba1,1,宜贷网;摩尔龙
fbcb7e02,1,唐小僧;联璧金融
8ccc4e94,1,小资钱包;资易贷
f27d3229,0,
2d2ef2ad,0,
c44d5798,1,钱宝
5d440622,1,小资钱包
2a4336b4,1,宜贷网;摩尔龙;易贷网
cdfb1bb3,1,宜贷网;摩尔龙
4332f37a,0,
aa51564f,1,网利宝
335807f5,1,信和大金融
d4e02af2,0,
8611c195,0,
f116f103,1,小资钱包;资易贷（北京）金融信息服务有限公司
681fa0b9,1,钱宝网
1f18902f,0,
f67b351a,1,深圳市钱爸爸电子商务有限公司
6f7264a0,1,小资钱包
0603a16e,1,亿阳集团
986734cd,1,玉米爱财;玉米理财
766955e1,1,小资钱包
016e6577,1,中睿盛通资金盘
91d178e6,0,
3928c326,0,
4e2ff3b0,1,易捷金融
de90ee21,0,
c9505752,1,唐小僧
be5767c4,1,南京银行
505906e8,0,
ce3d934b,1,唐小僧;斐讯;联璧金融
2033f267,1,宜贷网;摩尔龙
c78bdf60,1,易商通
e27d0491,1,天伦金服
0c7365bd,0,
7b74552b,0,
0b1ea1a4,1,钱宝网
7c199132,0,
9ba1bc35,1,小资钱包
fb6635d0,0,
8c610546,1,宜贷网;成都易捷公司;摩尔龙
120590e5,1,宜贷网;摩尔龙
6502a073,1,黄金佳
f5bdbde2,1,ppmoney
82ba8d74,1,上海玺鉴金融信息服务有限公司
0bf91989,0,
92f04833,0,
7b93ed06,1,北京资易贷;小资钱包
0c94dd90,0,
7225a12d,1,优宝汇
fcec49e4,0,
158fecd1,0,
8c86bd6b,1,聚投网
fb818dfd,0,
b5e5c920,0,
5beba80c,1,太平洋保险;安创理财;杭州钜泽投资管理有限公司
2cec989a,1,聚才道
2b815c83,1,壹佰金融;深圳市小佰投资控投合伙企业;深圳市永信诚科技有限公司;银河天成集团有限公司;银河系
cc397184,0,
ab933c78,1,中南信达;易道德
329a6dc2,1,麒麟金融集团有限公司
f0d49b34,1,小资钱包;恒丰银行
19b73e01,1,上海易贷网金融信息服务有限公司;宜贷网
9ec89ae3,0,
e9cfaa75,0,
07c1cb59,0,
eea26e6c,0,
77ab3fd6,0,
901312d1,0,
d1890c24,1,中经汇金
a1e3f8ab,1,广州金控小额贷款有限公司
4fed9987,0,
a855b480,1,北京正聚源通鼎信用管理有限公司;小资钱包;恒丰银行
c8923d65,0,
cffff97c,0,
b8f8c9ea,1,小资钱包;恒丰银行;资易贷（北京）金融信息服务有限公司
21f19850,1,深圳壹佰金融;联金所
56f6a8c6,1,小资钱包;资易贷（北京）金融信息服务有限公司
b14e85c1,1,ST富控
e3bf6ea6,1,小资钱包;资易贷（北京）金融信息服务有限公司
94b85e30,0,
0db10f8a,0,
7ab63f1c,1,上海联璧电子科技（集团）有限公司;联璧金融
0adccb93,0,
7ddbfb05,0,
ed64e694,1,钱宝网
9a63d602,1,小资钱包;资易贷
faa45fe7,0,
13c7fad2,0,
f47fd7d5,0,
8378e743,1,小资钱包;恒丰银行;资易贷（北京）金融信息服务有限公司
7d3c4328,0,
e4351292,1,北京资易贷;小资钱包
7a518731,0,
0d56b7a7,0,
945fe61d,0,
e358d68b,1,上海卓妍投资管理有限公司;金球所
04e0fb8c,1,杭州云端金融信息服务有限公司
64277269,0,
8a291345,1,宜贷网;成都易捷公司;摩尔龙
fd2e23d3,1,大志集团
634ab670,1,小资钱包;恒丰银行;资易贷（北京）金融信息服务有限公司
6afcfa5b,0,
1dfbcacd,0,
b7a37779,1,小资钱包;资易贷（北京）金融信息服务有限公司
b978ff4b,0,
aeb84638,1,唐小僧;联璧金融;雅堂金融
a9d58221,0,
ded2b2b7,0,
47dbe30d,0,
30dcd39b,1,联璧金融
d764fe9c,1,小资钱包
859515fb,0,
f292256d,1,小资钱包
6b9b74d7,1,红岭创投;草根金融
1c9c4441,1,唐小僧;联璧金融
6cf6b0ce,1,钱宝网
eb89142c,1,众金所;招商银行;钱端
72804596,1,青岛九州商品交易中心有限公司
ece4d035,0,
d3cfb27d,1,小资钱包;恒丰银行
4ac6e3c7,1,链城亿购
d4a27664,0,
4dab27de,0,
dd143a4f,0,
cad4833c,1,东方银座;壹佰金融;联金所
bdd3b3aa,0,
24dae210,0,
cdb94725,1,钱宝网
54b0169f,1,月光宝盒
c40f0b0e,0,
0ff7b1d3,1,小资钱包;资易贷
78f08145,0,
91932470,0,
ef2258cd,0,
8fe5d128,0,
61ebb004,1,斐讯;联璧金融
1181448b,1,北京金融服务有限公司;小资钱包
6686741d,0,
f639698c,1,(北京)资易贷金融信息服务有限公司;北京正聚源通鼎公司;小资钱包
813e591a,0,
7f7afd71,0,
087dcde7,1,宜贷网
78173968,1,砍柴网
96195844,1,融泽财富
e11e68d2,1,微粒贷;滴水贷
6661cc30,0,
1166fca6,1,igofx
886fad1c,0,
ff689d8a,0,
610c0829,0,
160b38bf,1,北京正源通鼎公司;小资钱包;资易贷
8f026905,1,钱宝网
f8055993,0,
b6611d4e,1,iac
586f7c62,1,北京正聚源通鼎信用管理有限公司;小资钱包;恒丰银行
2f684cf4,1,小资钱包;资易贷（北京）金融信息服务有限公司
b10cd957,1,宜贷网
c60be9c1,0,
280588ed,1,小资钱包;资易贷金融信息服务有限公司
cfbda5ea,1,众车在线
af7a2c0f,0,
41744d23,1,浦发银行信用卡
a817e816,0,
f3504f5a,1,小资钱包;资易贷（北京）金融信息服务有限公司
6a591ee0,1,宜贷网
1d5e2e76,0,
f43d8b43,1,小资钱包;资易贷（北京）金融信息服务有限公司
6d34daf9,1,万盈金融;诺亚财富
1a33ea6f,1,健康猫
9d4c4e8d,1,小资钱包;资易贷（北京）信息金融服务有限公司
73422fa1,1,小资钱包;恒丰银行
ed26ba02,1,小资钱包;资易贷金融信息服务有限公司
0328db2e,1,博邦商城
e490f629,0,
a50ae8dc,0,
3c03b966,1,小资钱包
4b0489f0,1,小资钱包;资易贷（北京）金融信息服务有限公司
a2672cc5,0,
3b6e7d7f,0,
4c694de9,1,小资钱包;资易贷北京金融信息服务有限公
abd160ee,1,(北京)资易贷金融信息服务有限公司;北京正聚源通鼎公司;小资钱包
bc11d99d,1,有脉金控;现金贷
bb7c1d84,1,易捷金融
22754c3e,1,????网利宝;百信银行
55727ca8,1,小资钱包;恒丰银行;资易贷（北京）金融信息服务有限公司
c5cd6139,1,唐小僧;联璧金融;钱宝网;雅堂金融
e03bbac8,1,小资钱包;资易贷（北京）金融信息服务有限公司
973c8a5e,0,
90514e47,0,
eee032fa,0,
99e7026c,0,
f9208b89,1,小资钱包
8e27bb1f,1,小资钱包;恒丰银行;资易贷
f7fb03bb,0,
7eb89746,0,
90b6f66a,1,宜贷网;易捷金融
e0dc02e5,0,
89adc72b,0,
feaaf7bd,0,
60ce621e,1,小资钱包
17c95288,1,小资钱包
f9c733a4,0,
69782e35,1,霸屏天下
1e7f1ea3,0,
b32e0bcb,1,北京银行;斐讯;联璧金融
5d206ae7,1,普银币;深圳普银区块链集团有限公司
2a275a71,1,亿好金服;君享金融
5a4daefe,1,小资钱包;资易贷（北京）金融信息服务有限公司
2d4a9e68,0,
aa353a8a,1,小资钱包
333c6b30,1,健康猫
da5fce05,1,东朗理财;企商贷;多点金服
81186949,1,昆明泛亚有色金属交易所
181138f3,0,
8675ad50,0,
8fc3e17b,1,东朗理财;企商贷;多点金服
98035808,0,
ef04689e,1,钱宝网
010a09b2,1,红岭创投
e869ac87,1,联保投资网
7160fd3d,0,
0667cdab,1,浙江昕昕资产管理有限公司
96d8d03a,1,助商金服;朵朵金融
d742cecf,1,小资钱包;恒丰银行;资易贷
a045fe59,1,众车在线
394cafe3,0,
4e4b9f75,0,
a7283a40,0,
ae9e766b,1,小资钱包;资易贷（北京）金融信息服务有限公司
b95ecf18,1,月光宝盒
20579ea2,0,
5750ae34,1,宜贷网;易捷金融
c9343b97,0,
be330b01,1,钱宝网
273a5abb,0,
503d6a2d,0,
c08277bc,1,钱宝网
b785472a,0,
92739cdb,0,
0b7acd61,0,
7c7dfdf7,0,
951e58c2,1,宜贷网;摩尔龙
0c170978,1,握握金服
ebaf247f,0,
fb025915,0,
150c3839,1,海象理财
620b08af,1,小资钱包;资易贷（北京）信息金融服务有限公司
85b325a8,1,有脉金控
7bf781c3,0,
e2fed079,1,小资钱包
7c9a45da,0,
0b9d754c,1,雪橙金服
929424f6,1,小资钱包;恒丰银行
022b3967,1,北京资易贷金融信息服务有限公司;小资钱包
62ecb082,1,余盆网;懒财网
6581749b,1,深圳市钱爸爸电子商务有限公司
1286440d,0,
6c3738b0,1,唐小僧;小诸葛金服
1b300826,0,
c5eb516a,1,小资钱包;资易贷（北京）金融信息服务有限公司
5ce200d0,1,红岭创投
2be53046,1,小资钱包;恒丰银行;资易贷
c2869573,1,玖富
2c88f45f,1,唐小僧;联璧金融;钱宝网;雅堂金融
bc37e9ce,1,e租宝;昆明泛亚有色金属交易所
dcf0602b,1,宜贷网;成都易捷;摩尔龙
45f93191,1,网利宝;钱端
32fe0107,0,
ac9a94a4,1,KFD凯福德
db9da432,0,
4294f588,0,
3593c51e,1,北京资易贷;小资钱包
a52cd88f,1,小资钱包
d22be819,0,
80da037e,1,北大青鸟
19d352c4,1,chainbook
87b7c767,0,
f0b0f7f1,0,
f906bbda,1,壹佰金融
77cf5313,1,冠群驰骋
e9abc6b0,1,大学生贷
971aba0d,0,
e01d8a9b,1,中嘉源（北京）投资担保有限公司;中闽创投
d680a4f8,1,宜贷网;摩尔龙
d1ed60e1,1,班汇通
af5c1c5c,1,小资钱包;资易贷（北京）金融信息服务有限公司
2195f495,0,
c8f651a0,1,沃时贷
bff16136,1,宜贷网;易捷金融
51ff001a,0,
b6472d1d,1,小资钱包
e4b6c67a,0,
93b1f6ec,1,小资钱包;资易贷（北京）金融信息服务有限公司
7dbf97c0,1,青岛仁和融兴投资有限公司
9d6a7ede,0,
fdadf73b,1,上海综金投资管理有限公司
8aaac7ad,0,
64a4a681,1,小资钱包;资易贷（北京）金融信息服务有限公司
8dc703b4,1,小资钱包;资易贷（北京）金融信息服务有限公司
14ce520e,0,
7a35ebf4,1,京东;斐讯;联璧金融
0d32db62,1,e租宝;昆明泛亚有色金属交易所
943b8ad8,1,宜贷网;易捷金融
7d582fed,1,聚财猫;裕乾
0a5f1f7b,0,
74ee63c6,0,
632edab5,0,
1429ea23,1,宜贷网;易捷金融
8d20bb99,1,小资钱包;资易贷北京金融信息服务有限公司
64431eac,0,
13442e3a,1,小资钱包
6df55287,1,小资钱包;资易贷(北京）金融信息有限公司公司
1af26211,1,钱宝网
b0aadfa5,0,
c7adef33,1,米咖网;银隆集团
5ea4be89,1,易捷金融
59c97a90,0,
2ece4a06,1,票据宝
be715797,1,宜贷网;成都易捷公司;摩尔龙
deb6de72,0,
30b8bf5e,1,唐小僧;联璧金融
40d24bd1,0,
37d57b47,1,分利宝
829cbd27,0,
f59b8db1,1,金贝猫
6c92dc0b,1,钱宝网
1b95ec9d,0,
f2f649a8,1,北京正聚源公司;北京资易贷公司;小资钱包
6bff1812,1,北京资易贷金融信息服务有限公司;小资钱包
1cf82884,0,
fb400583,1,小资钱包;资易贷（北京）金融信息服务有限公司
9b878c66,0,
7589ed4a,1,(北京)资易贷金融信息服务有限公司;小资钱包
ebed78e9,1,修正药业;修涞贵;宜贷网
05e319c5,1,小资钱包;资易贷（北京）金融信息服务有限公司
d4c61aa1,0,
3ac87b8d,0,
d3abdeb8,1,唐小僧;资邦（上海）投资控股有限公司
a4acee2e,1,小资钱包;资易贷（北京）金融信息服务有限公司
4aa28f02,1,小资钱包;资易贷金融信息服务有限公司
ad1aa205,1,帮呗
cddd2be0,1,江苏联宝订单信息科技发展有限公司
bdb7df6f,1,钱宝网
b4019344,1,金贝猫
7ff92999,0,
7894ed80,1,小资钱包;资易贷
e82bf011,1,海象理财
88ec79f4,1,宜贷网;成都易捷公司;摩尔龙公司
11e5284e,0,
66e218d8,1,小资钱包;恒丰银行;资易贷
f8868d7b,0,
f130c150,0,
8637f1c6,1,月光宝盒
787355ad,1,农业众筹
0f74653b,1,菱汇国际
7f1e91b4,1,普银币;深圳南山
9110f098,1,悟空理财
76a8dd9f,0,
01afed09,0,
